Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Event_id,Species,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated,dis,Cases__str,Deaths__str,Killed and disposed of__str,New outbreaks__str,Slaughtered__str,Susceptible__str,Vaccinated__str,Outbreaks,Killed_disposed,rowtype,Semester_half,AdminDiv_raw,State_Clean,Geo_cleaning_action,AdminDiv
2013,Jul-Dec 2013,Africa,Nigeria,Ekiti,Rabies virus (Inf. with),not typed,Domestic,-,Dogs,-,-,50.0,Animal,2.0,1,0.0,1.0,0.0,Rabies,2,1,1,-,0,50,0,,1.0,animal_record,Jul-Dec,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2013,Jul-Dec 2013,Africa,Nigeria,Niger,Rabies virus (Inf. with),not typed,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2013,Jul-Dec 2013,Africa,Nigeria,Niger,Rabies virus (Inf. with),not typed,Domestic,-,Dogs,-,-,22.0,Animal,3.0,0,0.0,3.0,0.0,Rabies,3,3,0,-,0,22,0,,0.0,animal_record,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2013,Jul-Dec 2013,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,3,,-,,-,,,,Trypanosomosis,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2013,Jul-Dec 2013,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,31.0,Animal,10.0,0,0.0,0.0,,Trypanosomosis,10,0,0,-,0,31,-,,0.0,animal_record,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2013,Jul-Dec 2013,Africa,Nigeria,Plateau,Rabies virus (Inf. with),not typed,Both animal categories,-,,-,10,,-,,-,,,,Rabies,-,-,-,10,-,-,-,10.0,,outbreak_row_BOTH,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2013,Jul-Dec 2013,Africa,Nigeria,Plateau,Rabies virus (Inf. with),not typed,Domestic,-,Dogs,-,-,273.0,Animal,10.0,0,0.0,10.0,166.0,Rabies,10,10,0,-,0,273,166,,0.0,animal_record,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2014,Jan-Jun 2014,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,3,,-,,-,,,,Trypanosomosis,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2014,Jan-Jun 2014,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,94.0,Animal,34.0,0,0.0,0.0,,Trypanosomosis,34,0,0,-,0,94,-,,0.0,animal_record,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2014,Jan-Jun 2014,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Osun,Osun,Unchanged (already a state-level value),Osun
2014,Jan-Jun 2014,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,4.0,Animal,1.0,0,0.0,1.0,6.0,Rabies,1,1,0,-,0,4,6,,0.0,animal_record,Jan-Jun,Osun,Osun,Unchanged (already a state-level value),Osun
2014,Jan-Jun 2014,Africa,Nigeria,Plateau,Rabies virus (Inf. with),,Both animal categories,-,,-,5,,-,,-,,,,Rabies,-,-,-,5,-,-,-,5.0,,outbreak_row_BOTH,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2014,Jan-Jun 2014,Africa,Nigeria,Plateau,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,4.0,Animal,5.0,0,0.0,5.0,159.0,Rabies,5,5,0,-,0,4,159,,0.0,animal_record,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2014,Jul-Dec 2014,Africa,Nigeria,Nigeria,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5 (N untyped),Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Nigeria,Nigeria (state not specified),"Flagged (non-state entity, not recoded)",Nigeria (state not specified)
2014,Jul-Dec 2014,Africa,Nigeria,Nigeria,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5 (N untyped),Domestic,-,Birds,-,-,50000.0,Animal,3300.0,0,0.0,3300.0,0.0,HPAI,3300,3300,0,-,0,50000,0,,0.0,animal_record,Jul-Dec,Nigeria,Nigeria (state not specified),"Flagged (non-state entity, not recoded)",Nigeria (state not specified)
2014,Jul-Dec 2014,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Osun,Osun,Unchanged (already a state-level value),Osun
2014,Jul-Dec 2014,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,3.0,Animal,2.0,0,0.0,2.0,0.0,Rabies,2,2,0,-,0,3,0,,0.0,animal_record,Jul-Dec,Osun,Osun,Unchanged (already a state-level value),Osun
2014,Jul-Dec 2014,Africa,Nigeria,Plateau,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2014,Jul-Dec 2014,Africa,Nigeria,Plateau,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,10.0,Animal,1.0,0,0.0,1.0,0.0,Rabies,1,1,0,-,0,10,0,,0.0,animal_record,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2015,Jan-Jun 2015,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,5,,-,,-,,,,HPAI,-,-,-,5,-,-,-,5.0,,outbreak_row_BOTH,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2015,Jan-Jun 2015,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,9688.0,Animal,548.0,8507,0.0,548.0,,HPAI,548,548,8507,-,0,9688,-,,8507.0,animal_record,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2015,Jan-Jun 2015,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Delta,Delta,Unchanged (already a state-level value),Delta
2015,Jan-Jun 2015,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1950.0,Animal,1550.0,400,0.0,1550.0,,HPAI,1550,1550,400,-,0,1950,-,,400.0,animal_record,Jan-Jun,Delta,Delta,Unchanged (already a state-level value),Delta
2015,Jan-Jun 2015,Africa,Nigeria,Edo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Edo,Edo,Unchanged (already a state-level value),Edo
2015,Jan-Jun 2015,Africa,Nigeria,Edo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,410.0,Animal,200.0,0,0.0,200.0,,HPAI,200,200,0,-,0,410,-,,0.0,animal_record,Jan-Jun,Edo,Edo,Unchanged (already a state-level value),Edo
2015,Jan-Jun 2015,Africa,Nigeria,Jigawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2015,Jan-Jun 2015,Africa,Nigeria,Jigawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1550.0,Animal,183.0,1096,0.0,183.0,,HPAI,183,183,1096,-,0,1550,-,,1096.0,animal_record,Jan-Jun,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2015,Jan-Jun 2015,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2015,Jan-Jun 2015,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,5970.0,Animal,1315.0,665,0.0,715.0,,HPAI,1315,715,665,-,0,5970,-,,665.0,animal_record,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2015,Jan-Jun 2015,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,29,,-,,-,,,,HPAI,-,-,-,29,-,-,-,29.0,,outbreak_row_BOTH,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2015,Jan-Jun 2015,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,143723.0,Animal,10071.0,75804,258.0,8245.0,,HPAI,10071,8245,75804,-,258,143723,-,,75804.0,animal_record,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2015,Jan-Jun 2015,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,4,,-,,-,,,,HPAI,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2015,Jan-Jun 2015,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,7570.0,Animal,1132.0,124,0.0,1114.0,,HPAI,1132,1114,124,-,0,7570,-,,124.0,animal_record,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2015,Jan-Jun 2015,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2015,Jan-Jun 2015,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,2500.0,Animal,1400.0,1100,0.0,1400.0,,HPAI,1400,1400,1100,-,0,2500,-,,1100.0,animal_record,Jan-Jun,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2015,Jan-Jun 2015,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,4,,-,,-,,,,HPAI,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jan-Jun,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2015,Jan-Jun 2015,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,42946.0,Animal,2738.0,36788,0.0,2738.0,,HPAI,2738,2738,36788,-,0,42946,-,,36788.0,animal_record,Jan-Jun,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2015,Jan-Jun 2015,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Osun,Osun,Unchanged (already a state-level value),Osun
2015,Jan-Jun 2015,Africa,Nigeria,Osun,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,3.0,Animal,2.0,1,0.0,1.0,0.0,Rabies,2,1,1,-,0,3,0,,1.0,animal_record,Jan-Jun,Osun,Osun,Unchanged (already a state-level value),Osun
2015,Jan-Jun 2015,Africa,Nigeria,Osun,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Osun,Osun,Unchanged (already a state-level value),Osun
2015,Jan-Jun 2015,Africa,Nigeria,Osun,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,30.0,Animal,3.0,0,0.0,1.0,,Trypanosomosis,3,1,0,-,0,30,-,,0.0,animal_record,Jan-Jun,Osun,Osun,Unchanged (already a state-level value),Osun
2015,Jan-Jun 2015,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jan-Jun,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2015,Jan-Jun 2015,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,15000.0,Animal,10000.0,0,0.0,10000.0,,HPAI,10000,10000,0,-,0,15000,-,,0.0,animal_record,Jan-Jun,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2015,Jan-Jun 2015,Africa,Nigeria,Oyo,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2015,Jan-Jun 2015,Africa,Nigeria,Oyo,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Dogs,-,-,1.0,Animal,1.0,0,0.0,0.0,,Trypanosomosis,1,0,0,-,0,1,-,,0.0,animal_record,Jan-Jun,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2015,Jan-Jun 2015,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,117,,-,,-,,,,HPAI,-,-,-,117,-,-,-,117.0,,outbreak_row_BOTH,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2015,Jan-Jun 2015,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,384465.0,Animal,23584.0,343749,0.0,23574.0,,HPAI,23584,23574,343749,-,0,384465,-,,343749.0,animal_record,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2015,Jan-Jun 2015,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Rivers,Rivers,Unchanged (already a state-level value),Rivers
2015,Jan-Jun 2015,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,5250.0,Animal,1737.0,1988,0.0,1737.0,,HPAI,1737,1737,1988,-,0,5250,-,,1988.0,animal_record,Jan-Jun,Rivers,Rivers,Unchanged (already a state-level value),Rivers
2015,Jul-Dec 2015,Africa,Nigeria,Abia,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Abia,Abia,Unchanged (already a state-level value),Abia
2015,Jul-Dec 2015,Africa,Nigeria,Abia,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,6569.0,Animal,2518.0,4032,0.0,2518.0,,HPAI,2518,2518,4032,-,0,6569,-,,4032.0,animal_record,Jul-Dec,Abia,Abia,Unchanged (already a state-level value),Abia
2015,Jul-Dec 2015,Africa,Nigeria,Adamawa,Rabies virus (Inf. with),,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Adamawa,Adamawa,Unchanged (already a state-level value),Adamawa
2015,Jul-Dec 2015,Africa,Nigeria,Adamawa,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,3.0,Animal,3.0,3,0.0,0.0,0.0,Rabies,3,0,3,-,0,3,0,,3.0,animal_record,Jul-Dec,Adamawa,Adamawa,Unchanged (already a state-level value),Adamawa
2015,Jul-Dec 2015,Africa,Nigeria,Anambra,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Anambra,Anambra,Unchanged (already a state-level value),Anambra
2015,Jul-Dec 2015,Africa,Nigeria,Anambra,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,4000.0,Animal,1000.0,0,0.0,1000.0,,HPAI,1000,1000,0,-,0,4000,-,,0.0,animal_record,Jul-Dec,Anambra,Anambra,Unchanged (already a state-level value),Anambra
2015,Jul-Dec 2015,Africa,Nigeria,Bayelsa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Bayelsa,Bayelsa,Unchanged (already a state-level value),Bayelsa
2015,Jul-Dec 2015,Africa,Nigeria,Bayelsa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,22800.0,Animal,1800.0,21000,0.0,1800.0,,HPAI,1800,1800,21000,-,0,22800,-,,21000.0,animal_record,Jul-Dec,Bayelsa,Bayelsa,Unchanged (already a state-level value),Bayelsa
2015,Jul-Dec 2015,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2015,Jul-Dec 2015,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,343238.0,Animal,8373.0,335105,0.0,8099.0,,HPAI,8373,8099,335105,-,0,343238,-,,335105.0,animal_record,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2015,Jul-Dec 2015,Africa,Nigeria,Edo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Edo,Edo,Unchanged (already a state-level value),Edo
2015,Jul-Dec 2015,Africa,Nigeria,Edo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,11650.0,Animal,1830.0,9820,0.0,1830.0,,HPAI,1830,1830,9820,-,0,11650,-,,9820.0,animal_record,Jul-Dec,Edo,Edo,Unchanged (already a state-level value),Edo
2015,Jul-Dec 2015,Africa,Nigeria,Enugu,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jul-Dec,Enugu,Enugu,Unchanged (already a state-level value),Enugu
2015,Jul-Dec 2015,Africa,Nigeria,Enugu,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,123230.0,Animal,26629.0,95449,0.0,26167.0,,HPAI,26629,26167,95449,-,0,123230,-,,95449.0,animal_record,Jul-Dec,Enugu,Enugu,Unchanged (already a state-level value),Enugu
2015,Jul-Dec 2015,Africa,Nigeria,Federal Capital Territory,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2015,Jul-Dec 2015,Africa,Nigeria,Federal Capital Territory,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,800.0,Animal,400.0,0,0.0,400.0,,HPAI,400,400,0,-,0,800,-,,0.0,animal_record,Jul-Dec,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2015,Jul-Dec 2015,Africa,Nigeria,Gombe,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2015,Jul-Dec 2015,Africa,Nigeria,Gombe,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1000.0,Animal,370.0,0,0.0,350.0,,HPAI,370,350,0,-,0,1000,-,,0.0,animal_record,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2015,Jul-Dec 2015,Africa,Nigeria,Jigawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2015,Jul-Dec 2015,Africa,Nigeria,Jigawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,4000.0,Animal,1000.0,3000,0.0,1000.0,,HPAI,1000,1000,3000,-,0,4000,-,,3000.0,animal_record,Jul-Dec,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2015,Jul-Dec 2015,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2015,Jul-Dec 2015,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,7500.0,Animal,1500.0,6000,0.0,1500.0,,HPAI,1500,1500,6000,-,0,7500,-,,6000.0,animal_record,Jul-Dec,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2015,Jul-Dec 2015,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,4,,-,,-,,,,HPAI,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2015,Jul-Dec 2015,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,15586.0,Animal,512.0,15074,0.0,512.0,,HPAI,512,512,15074,-,0,15586,-,,15074.0,animal_record,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2015,Jul-Dec 2015,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,17,,-,,-,,,,HPAI,-,-,-,17,-,-,-,17.0,,outbreak_row_BOTH,Jul-Dec,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2015,Jul-Dec 2015,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,71467.0,Animal,11606.0,55964,0.0,11606.0,,HPAI,11606,11606,55964,-,0,71467,-,,55964.0,animal_record,Jul-Dec,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2015,Jul-Dec 2015,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2015,Jul-Dec 2015,Africa,Nigeria,Nasarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,10000.0,Animal,1700.0,8300,0.0,1700.0,,HPAI,1700,1700,8300,-,0,10000,-,,8300.0,animal_record,Jul-Dec,Nasarawa,Nasarawa,Unchanged (already a state-level value),Nasarawa
2015,Jul-Dec 2015,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2015,Jul-Dec 2015,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,2795.0,Animal,100.0,2695,0.0,100.0,,HPAI,100,100,2695,-,0,2795,-,,2695.0,animal_record,Jul-Dec,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2015,Jul-Dec 2015,Africa,Nigeria,Osun,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Osun,Osun,Unchanged (already a state-level value),Osun
2015,Jul-Dec 2015,Africa,Nigeria,Osun,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,50.0,Animal,10.0,0,0.0,1.0,,Trypanosomosis,10,1,0,-,0,50,-,,0.0,animal_record,Jul-Dec,Osun,Osun,Unchanged (already a state-level value),Osun
2015,Jul-Dec 2015,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2015,Jul-Dec 2015,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,14155.0,Animal,6477.0,7643,0.0,6477.0,,HPAI,6477,6477,7643,-,0,14155,-,,7643.0,animal_record,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2015,Jul-Dec 2015,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,36,,-,,-,,,,HPAI,-,-,-,36,-,-,-,36.0,,outbreak_row_BOTH,Jul-Dec,Rivers,Rivers,Unchanged (already a state-level value),Rivers
2015,Jul-Dec 2015,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,100428.0,Animal,17760.0,64168,0.0,17760.0,,HPAI,17760,17760,64168,-,0,100428,-,,64168.0,animal_record,Jul-Dec,Rivers,Rivers,Unchanged (already a state-level value),Rivers
2016,Jan-Jun 2016,Africa,Nigeria,Adamawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Both animal categories,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Adamawa,Adamawa,Unchanged (already a state-level value),Adamawa
