Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Event_id,Species,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated,dis,Cases__str,Deaths__str,Killed and disposed of__str,New outbreaks__str,Slaughtered__str,Susceptible__str,Vaccinated__str,Outbreaks,Killed_disposed,rowtype,Semester_half,AdminDiv_raw,State_Clean,Geo_cleaning_action,AdminDiv
2022,Jul-Dec 2022,Africa,Nigeria,Ogun,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,13.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,13,0,,1.0,animal_record,Jul-Dec,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2022,Jul-Dec 2022,Africa,Nigeria,Osun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Osun,Osun,Unchanged (already a state-level value),Osun
2022,Jul-Dec 2022,Africa,Nigeria,Osun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,350.0,Animal,350.0,105,0.0,245.0,0.0,HPAI,350,245,105,-,0,350,0,,105.0,animal_record,Jul-Dec,Osun,Osun,Unchanged (already a state-level value),Osun
2022,Jul-Dec 2022,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2022,Jul-Dec 2022,Africa,Nigeria,Oyo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,2000.0,Animal,2000.0,1500,0.0,500.0,0.0,HPAI,2000,500,1500,-,0,2000,0,,1500.0,animal_record,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2022,Jul-Dec 2022,Africa,Nigeria,Oyo,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2022,Jul-Dec 2022,Africa,Nigeria,Oyo,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,16.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,16,0,,1.0,animal_record,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2022,Jul-Dec 2022,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2022,Jul-Dec 2022,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,30000.0,Animal,30000.0,18000,0.0,12000.0,0.0,HPAI,30000,12000,18000,-,0,30000,0,,18000.0,animal_record,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2022,Jul-Dec 2022,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,73,,-,,-,,,,Rabies,-,-,-,73,-,-,-,73.0,,outbreak_row_BOTH,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2022,Jul-Dec 2022,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,2100.0,Animal,71.0,51,0.0,20.0,0.0,Rabies,71,20,51,-,0,2100,0,,51.0,animal_record,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2022,Jul-Dec 2022,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Domestic,-,Cats,-,-,17.0,Animal,2.0,2,0.0,0.0,0.0,Rabies,2,0,2,-,0,17,0,,2.0,animal_record,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2022,Jul-Dec 2022,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Rivers,Rivers,Unchanged (already a state-level value),Rivers
2022,Jul-Dec 2022,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1450.0,Animal,1450.0,625,0.0,825.0,0.0,HPAI,1450,825,625,-,0,1450,0,,625.0,animal_record,Jul-Dec,Rivers,Rivers,Unchanged (already a state-level value),Rivers
2022,Jul-Dec 2022,Africa,Nigeria,Sokoto,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Sokoto,Sokoto,Unchanged (already a state-level value),Sokoto
2022,Jul-Dec 2022,Africa,Nigeria,Sokoto,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,700.0,Animal,700.0,200,0.0,500.0,0.0,HPAI,700,500,200,-,0,700,0,,200.0,animal_record,Jul-Dec,Sokoto,Sokoto,Unchanged (already a state-level value),Sokoto
2022,Jul-Dec 2022,Africa,Nigeria,Yobe,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Yobe,Yobe,Unchanged (already a state-level value),Yobe
2022,Jul-Dec 2022,Africa,Nigeria,Yobe,Rabies virus (Inf. with),RABV,Domestic,-,Cats,-,-,5.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,5,0,,1.0,animal_record,Jul-Dec,Yobe,Yobe,Unchanged (already a state-level value),Yobe
2023,Jan-Jun 2023,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jan-Jun 2023,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1000.0,Animal,1000.0,800,0.0,200.0,0.0,HPAI,1000,200,800,-,0,1000,0,,800.0,animal_record,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jan-Jun 2023,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,7,,-,,-,,,,Rabies,-,-,-,7,-,-,-,7.0,,outbreak_row_BOTH,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jan-Jun 2023,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,65.0,Animal,5.0,5,0.0,0.0,0.0,Rabies,5,0,5,-,0,65,0,,5.0,animal_record,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jan-Jun 2023,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Domestic,-,Cats,-,-,13.0,Animal,2.0,2,0.0,0.0,0.0,Rabies,2,0,2,-,0,13,0,,2.0,animal_record,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jan-Jun 2023,Africa,Nigeria,Ekiti,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2023,Jan-Jun 2023,Africa,Nigeria,Ekiti,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,609.0,Animal,609.0,304,0.0,305.0,0.0,HPAI,609,305,304,-,0,609,0,,304.0,animal_record,Jan-Jun,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2023,Jan-Jun 2023,Africa,Nigeria,Gombe,Rabies virus (Inf. with),,Domestic,-,Dogs,-,-,29.0,Animal,2.0,2,0.0,0.0,0.0,Rabies,2,0,2,-,0,29,0,,2.0,animal_record,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2023,Jan-Jun 2023,Africa,Nigeria,Gombe,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,7,,-,,-,,,,Rabies,-,-,-,7,-,-,-,7.0,,outbreak_row_BOTH,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2023,Jan-Jun 2023,Africa,Nigeria,Gombe,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,104.0,Animal,7.0,7,0.0,0.0,22.0,Rabies,7,0,7,-,0,104,22,,7.0,animal_record,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2023,Jan-Jun 2023,Africa,Nigeria,Imo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Imo,Imo,Unchanged (already a state-level value),Imo
2023,Jan-Jun 2023,Africa,Nigeria,Imo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1000.0,Animal,1000.0,825,0.0,175.0,0.0,HPAI,1000,175,825,-,0,1000,0,,825.0,animal_record,Jan-Jun,Imo,Imo,Unchanged (already a state-level value),Imo
2023,Jan-Jun 2023,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,3,,-,,-,,,,Rabies,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2023,Jan-Jun 2023,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,44.0,Animal,3.0,3,0.0,0.0,0.0,Rabies,3,0,3,-,0,44,0,,3.0,animal_record,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2023,Jan-Jun 2023,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,10,,-,,-,,,,HPAI,-,-,-,10,-,-,-,10.0,,outbreak_row_DOMESTIC,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2023,Jan-Jun 2023,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,26541.0,Animal,26541.0,20467,0.0,6074.0,0.0,HPAI,26541,6074,20467,-,0,26541,0,,20467.0,animal_record,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2023,Jan-Jun 2023,Africa,Nigeria,Kano,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,4,,-,,-,,,,Rabies,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2023,Jan-Jun 2023,Africa,Nigeria,Kano,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,70.0,Animal,4.0,4,0.0,0.0,0.0,Rabies,4,0,4,-,0,70,0,,4.0,animal_record,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2023,Jan-Jun 2023,Africa,Nigeria,Katsina,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_DOMESTIC,Jan-Jun,Katsina,Katsina,Unchanged (already a state-level value),Katsina
2023,Jan-Jun 2023,Africa,Nigeria,Katsina,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,41200.0,Animal,41200.0,29804,0.0,11396.0,0.0,HPAI,41200,11396,29804,-,0,41200,0,,29804.0,animal_record,Jan-Jun,Katsina,Katsina,Unchanged (already a state-level value),Katsina
2023,Jan-Jun 2023,Africa,Nigeria,Ogun,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2023,Jan-Jun 2023,Africa,Nigeria,Ogun,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,17.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,17,0,,1.0,animal_record,Jan-Jun,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2023,Jan-Jun 2023,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2023,Jan-Jun 2023,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1000.0,Animal,1000.0,820,0.0,180.0,0.0,HPAI,1000,180,820,-,0,1000,0,,820.0,animal_record,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2023,Jan-Jun 2023,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,21,,-,,-,,,,Rabies,-,-,-,21,-,-,-,21.0,,outbreak_row_BOTH,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2023,Jan-Jun 2023,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,276.0,Animal,21.0,18,1.0,3.0,0.0,Rabies,21,3,18,-,1,276,0,,18.0,animal_record,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2023,Jan-Jun 2023,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Rivers,Rivers,Unchanged (already a state-level value),Rivers
2023,Jan-Jun 2023,Africa,Nigeria,Rivers,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1800.0,Animal,1800.0,1650,0.0,150.0,0.0,HPAI,1800,150,1650,-,0,1800,0,,1650.0,animal_record,Jan-Jun,Rivers,Rivers,Unchanged (already a state-level value),Rivers
2023,Jul-Dec 2023,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,17,,-,,-,,,,Rabies,-,-,-,17,-,-,-,17.0,,outbreak_row_BOTH,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jul-Dec 2023,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,254.0,Animal,9.0,8,0.0,0.0,0.0,Rabies,9,0,8,-,0,254,0,,8.0,animal_record,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jul-Dec 2023,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Domestic,-,Cats,-,-,93.0,Animal,7.0,6,0.0,1.0,0.0,Rabies,7,1,6,-,0,93,0,,6.0,animal_record,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jul-Dec 2023,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Domestic,-,Equidae,-,-,20.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,20,0,,1.0,animal_record,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2023,Jul-Dec 2023,Africa,Nigeria,Cross River,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,4,,-,,-,,,,Rabies,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jul-Dec,Cross River,Cross River,Unchanged (already a state-level value),Cross River
2023,Jul-Dec 2023,Africa,Nigeria,Cross River,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,89.0,Animal,4.0,4,0.0,0.0,0.0,Rabies,4,0,4,-,0,89,0,,4.0,animal_record,Jul-Dec,Cross River,Cross River,Unchanged (already a state-level value),Cross River
2023,Jul-Dec 2023,Africa,Nigeria,Delta,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,5,,-,,-,,,,Rabies,-,-,-,5,-,-,-,5.0,,outbreak_row_BOTH,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2023,Jul-Dec 2023,Africa,Nigeria,Delta,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,116.0,Animal,5.0,4,0.0,1.0,0.0,Rabies,5,1,4,-,0,116,0,,4.0,animal_record,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2023,Jul-Dec 2023,Africa,Nigeria,Ebonyi,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Ebonyi,Ebonyi,Unchanged (already a state-level value),Ebonyi
2023,Jul-Dec 2023,Africa,Nigeria,Ebonyi,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,39.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,39,0,,1.0,animal_record,Jul-Dec,Ebonyi,Ebonyi,Unchanged (already a state-level value),Ebonyi
2023,Jul-Dec 2023,Africa,Nigeria,Ebonyi,Rabies virus (Inf. with),RABV,Domestic,-,Goats,-,-,36.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,36,0,,1.0,animal_record,Jul-Dec,Ebonyi,Ebonyi,Unchanged (already a state-level value),Ebonyi
2023,Jul-Dec 2023,Africa,Nigeria,Ekiti,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2023,Jul-Dec 2023,Africa,Nigeria,Ekiti,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,46.0,Animal,2.0,2,0.0,0.0,0.0,Rabies,2,0,2,-,0,46,0,,2.0,animal_record,Jul-Dec,Ekiti,Ekiti,Unchanged (already a state-level value),Ekiti
2023,Jul-Dec 2023,Africa,Nigeria,Federal Capital Territory,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2023,Jul-Dec 2023,Africa,Nigeria,Federal Capital Territory,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,13.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,13,0,,1.0,animal_record,Jul-Dec,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2023,Jul-Dec 2023,Africa,Nigeria,Gombe,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,9,,-,,-,,,,Rabies,-,-,-,9,-,-,-,9.0,,outbreak_row_BOTH,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2023,Jul-Dec 2023,Africa,Nigeria,Gombe,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,202.0,Animal,8.0,8,0.0,0.0,0.0,Rabies,8,0,8,-,0,202,0,,8.0,animal_record,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2023,Jul-Dec 2023,Africa,Nigeria,Gombe,Rabies virus (Inf. with),RABV,Domestic,-,Cats,-,-,20.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,20,0,,1.0,animal_record,Jul-Dec,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2023,Jul-Dec 2023,Africa,Nigeria,Jigawa,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2023,Jul-Dec 2023,Africa,Nigeria,Jigawa,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,47.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,47,0,,1.0,animal_record,Jul-Dec,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2023,Jul-Dec 2023,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,7,,-,,-,,,,Rabies,-,-,-,7,-,-,-,7.0,,outbreak_row_BOTH,Jul-Dec,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2023,Jul-Dec 2023,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,204.0,Animal,7.0,7,0.0,0.0,0.0,Rabies,7,0,7,-,0,204,0,,7.0,animal_record,Jul-Dec,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2023,Jul-Dec 2023,Africa,Nigeria,Kano,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,14,,-,,-,,,,Rabies,-,-,-,14,-,-,-,14.0,,outbreak_row_BOTH,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2023,Jul-Dec 2023,Africa,Nigeria,Kano,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,495.0,Animal,13.0,12,0.0,1.0,0.0,Rabies,13,1,12,-,0,495,0,,12.0,animal_record,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2023,Jul-Dec 2023,Africa,Nigeria,Kano,Rabies virus (Inf. with),RABV,Domestic,-,Cattle,-,-,57.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,57,0,,1.0,animal_record,Jul-Dec,Kano,Kano,Unchanged (already a state-level value),Kano
2023,Jul-Dec 2023,Africa,Nigeria,Kebbi,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Kebbi,Kebbi,Unchanged (already a state-level value),Kebbi
2023,Jul-Dec 2023,Africa,Nigeria,Kebbi,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,21.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,21,0,,1.0,animal_record,Jul-Dec,Kebbi,Kebbi,Unchanged (already a state-level value),Kebbi
2023,Jul-Dec 2023,Africa,Nigeria,Kogi,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Kogi,Kogi,Unchanged (already a state-level value),Kogi
2023,Jul-Dec 2023,Africa,Nigeria,Kogi,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,9.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,9,0,,1.0,animal_record,Jul-Dec,Kogi,Kogi,Unchanged (already a state-level value),Kogi
2023,Jul-Dec 2023,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2023,Jul-Dec 2023,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,6500.0,Animal,6500.0,5500,0.0,1000.0,0.0,HPAI,6500,1000,5500,-,0,6500,0,,5500.0,animal_record,Jul-Dec,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2023,Jul-Dec 2023,Africa,Nigeria,Niger,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2023,Jul-Dec 2023,Africa,Nigeria,Niger,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,38.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,38,0,,1.0,animal_record,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2023,Jul-Dec 2023,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2023,Jul-Dec 2023,Africa,Nigeria,Ogun,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,5098.0,Animal,5098.0,3220,0.0,1878.0,0.0,HPAI,5098,1878,3220,-,0,5098,0,,3220.0,animal_record,Jul-Dec,Ogun,Ogun,Unchanged (already a state-level value),Ogun
2023,Jul-Dec 2023,Africa,Nigeria,Ondo,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Ondo,Ondo,Unchanged (already a state-level value),Ondo
2023,Jul-Dec 2023,Africa,Nigeria,Ondo,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,39.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,39,0,,1.0,animal_record,Jul-Dec,Ondo,Ondo,Unchanged (already a state-level value),Ondo
2023,Jul-Dec 2023,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,38,,-,,-,,,,Rabies,-,-,-,38,-,-,-,38.0,,outbreak_row_BOTH,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2023,Jul-Dec 2023,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,2283.0,Animal,38.0,35,0.0,3.0,0.0,Rabies,38,3,35,-,0,2283,0,,35.0,animal_record,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2023,Jul-Dec 2023,Africa,Nigeria,Yobe,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Yobe,Yobe,Unchanged (already a state-level value),Yobe
2023,Jul-Dec 2023,Africa,Nigeria,Yobe,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,31.0,Animal,11.0,1,0.0,0.0,0.0,Rabies,11,0,1,-,0,31,0,,1.0,animal_record,Jul-Dec,Yobe,Yobe,Unchanged (already a state-level value),Yobe
2023,Jul-Dec 2023,Africa,Nigeria,Zamfara,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jul-Dec,Zamfara,Zamfara,Unchanged (already a state-level value),Zamfara
2023,Jul-Dec 2023,Africa,Nigeria,Zamfara,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,37.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,37,0,,1.0,animal_record,Jul-Dec,Zamfara,Zamfara,Unchanged (already a state-level value),Zamfara
