row_index_raw,year,semester,world_region,country,location_raw,location_std,location_recoded,geo_level,disease_wahis_label,disease,serotype,animal_category,species,measuring_units,event_id,outbreak_id,block_id,row_type,in_study_period,new_outbreaks,susceptible,cases,killed_disposed,slaughtered,deaths,vaccinated
273,2013,Jan-Jun 2013,Africa,Nigeria,Imo,Imo,False,state,Rabies virus (Inf. with),Rabies,not typed,Both animal categories,,-,-,-,2013|Jan-Jun 2013|Imo|Rabies|not typed,outbreak_row,True,1.0,,,,,,
274,2013,Jan-Jun 2013,Africa,Nigeria,Imo,Imo,False,state,Rabies virus (Inf. with),Rabies,not typed,Domestic,Dogs,Animal,-,-,2013|Jan-Jun 2013|Imo|Rabies|not typed,animal_row,True,,1.0,1.0,0.0,0.0,1.0,0.0
275,2013,Jan-Jun 2013,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,not typed,Both animal categories,,-,-,-,2013|Jan-Jun 2013|Kaduna|Rabies|not typed,outbreak_row,True,1.0,,,,,,
276,2013,Jan-Jun 2013,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,not typed,Domestic,Dogs,Animal,-,-,2013|Jan-Jun 2013|Kaduna|Rabies|not typed,animal_row,True,,130.0,5.0,0.0,0.0,5.0,0.0
277,2013,Jan-Jun 2013,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2013|Jan-Jun 2013|Niger|Trypanosomosis|,outbreak_row,True,5.0,,,,,,
278,2013,Jan-Jun 2013,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2013|Jan-Jun 2013|Niger|Trypanosomosis|,animal_row,True,,299.0,54.0,0.0,6.0,0.0,
279,2013,Jan-Jun 2013,Africa,Nigeria,Osun,Osun,False,state,Rabies virus (Inf. with),Rabies,not typed,Both animal categories,,-,-,-,2013|Jan-Jun 2013|Osun|Rabies|not typed,outbreak_row,True,2.0,,,,,,
280,2013,Jan-Jun 2013,Africa,Nigeria,Osun,Osun,False,state,Rabies virus (Inf. with),Rabies,not typed,Domestic,Dogs,Animal,-,-,2013|Jan-Jun 2013|Osun|Rabies|not typed,animal_row,True,,14.0,2.0,0.0,0.0,2.0,122.0
281,2013,Jan-Jun 2013,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,not typed,Both animal categories,,-,-,-,2013|Jan-Jun 2013|Plateau|Rabies|not typed,outbreak_row,True,12.0,,,,,,
282,2013,Jan-Jun 2013,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,not typed,Domestic,Dogs,Animal,-,-,2013|Jan-Jun 2013|Plateau|Rabies|not typed,animal_row,True,,1083.0,13.0,0.0,12.0,6.0,87.0
283,2013,Jul-Dec 2013,Africa,Nigeria,Ekiti,Ekiti,False,state,Rabies virus (Inf. with),Rabies,not typed,Both animal categories,,-,-,-,2013|Jul-Dec 2013|Ekiti|Rabies|not typed,outbreak_row,True,2.0,,,,,,
284,2013,Jul-Dec 2013,Africa,Nigeria,Ekiti,Ekiti,False,state,Rabies virus (Inf. with),Rabies,not typed,Domestic,Dogs,Animal,-,-,2013|Jul-Dec 2013|Ekiti|Rabies|not typed,animal_row,True,,50.0,2.0,1.0,0.0,1.0,0.0
285,2013,Jul-Dec 2013,Africa,Nigeria,Niger,Niger,False,state,Rabies virus (Inf. with),Rabies,not typed,Both animal categories,,-,-,-,2013|Jul-Dec 2013|Niger|Rabies|not typed,outbreak_row,True,1.0,,,,,,
286,2013,Jul-Dec 2013,Africa,Nigeria,Niger,Niger,False,state,Rabies virus (Inf. with),Rabies,not typed,Domestic,Dogs,Animal,-,-,2013|Jul-Dec 2013|Niger|Rabies|not typed,animal_row,True,,22.0,3.0,0.0,0.0,3.0,0.0
287,2013,Jul-Dec 2013,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2013|Jul-Dec 2013|Niger|Trypanosomosis|,outbreak_row,True,3.0,,,,,,
288,2013,Jul-Dec 2013,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2013|Jul-Dec 2013|Niger|Trypanosomosis|,animal_row,True,,31.0,10.0,0.0,0.0,0.0,
289,2013,Jul-Dec 2013,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,not typed,Both animal categories,,-,-,-,2013|Jul-Dec 2013|Plateau|Rabies|not typed,outbreak_row,True,10.0,,,,,,
290,2013,Jul-Dec 2013,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,not typed,Domestic,Dogs,Animal,-,-,2013|Jul-Dec 2013|Plateau|Rabies|not typed,animal_row,True,,273.0,10.0,0.0,0.0,10.0,166.0
291,2014,Jan-Jun 2014,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2014|Jan-Jun 2014|Niger|Trypanosomosis|,outbreak_row,True,3.0,,,,,,
292,2014,Jan-Jun 2014,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2014|Jan-Jun 2014|Niger|Trypanosomosis|,animal_row,True,,94.0,34.0,0.0,0.0,0.0,
293,2014,Jan-Jun 2014,Africa,Nigeria,Osun,Osun,False,state,Rabies virus (Inf. with),Rabies,,Both animal categories,,-,-,-,2014|Jan-Jun 2014|Osun|Rabies|,outbreak_row,True,1.0,,,,,,
294,2014,Jan-Jun 2014,Africa,Nigeria,Osun,Osun,False,state,Rabies virus (Inf. with),Rabies,,Domestic,Dogs,Animal,-,-,2014|Jan-Jun 2014|Osun|Rabies|,animal_row,True,,4.0,1.0,0.0,0.0,1.0,6.0
295,2014,Jan-Jun 2014,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,,Both animal categories,,-,-,-,2014|Jan-Jun 2014|Plateau|Rabies|,outbreak_row,True,5.0,,,,,,
296,2014,Jan-Jun 2014,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,,Domestic,Dogs,Animal,-,-,2014|Jan-Jun 2014|Plateau|Rabies|,animal_row,True,,4.0,5.0,0.0,0.0,5.0,159.0
297,2014,Jul-Dec 2014,Africa,Nigeria,Nigeria,Nigeria,False,national,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5 (N untyped),Both animal categories,,-,-,-,2014|Jul-Dec 2014|Nigeria|HPAI|H5 (N untyped),outbreak_row,True,1.0,,,,,,
298,2014,Jul-Dec 2014,Africa,Nigeria,Nigeria,Nigeria,False,national,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5 (N untyped),Domestic,Birds,Animal,-,-,2014|Jul-Dec 2014|Nigeria|HPAI|H5 (N untyped),animal_row,True,,50000.0,3300.0,0.0,0.0,3300.0,0.0
299,2014,Jul-Dec 2014,Africa,Nigeria,Osun,Osun,False,state,Rabies virus (Inf. with),Rabies,,Both animal categories,,-,-,-,2014|Jul-Dec 2014|Osun|Rabies|,outbreak_row,True,2.0,,,,,,
300,2014,Jul-Dec 2014,Africa,Nigeria,Osun,Osun,False,state,Rabies virus (Inf. with),Rabies,,Domestic,Dogs,Animal,-,-,2014|Jul-Dec 2014|Osun|Rabies|,animal_row,True,,3.0,2.0,0.0,0.0,2.0,0.0
301,2014,Jul-Dec 2014,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,,Both animal categories,,-,-,-,2014|Jul-Dec 2014|Plateau|Rabies|,outbreak_row,True,1.0,,,,,,
302,2014,Jul-Dec 2014,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,,Domestic,Dogs,Animal,-,-,2014|Jul-Dec 2014|Plateau|Rabies|,animal_row,True,,10.0,1.0,0.0,0.0,1.0,0.0
303,2015,Jan-Jun 2015,Africa,Nigeria,Bauchi,Bauchi,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Bauchi|HPAI|H5N1,outbreak_row,True,5.0,,,,,,
304,2015,Jan-Jun 2015,Africa,Nigeria,Bauchi,Bauchi,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Bauchi|HPAI|H5N1,animal_row,True,,9688.0,548.0,8507.0,0.0,548.0,
305,2015,Jan-Jun 2015,Africa,Nigeria,Delta,Delta,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Delta|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
306,2015,Jan-Jun 2015,Africa,Nigeria,Delta,Delta,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Delta|HPAI|H5N1,animal_row,True,,1950.0,1550.0,400.0,0.0,1550.0,
307,2015,Jan-Jun 2015,Africa,Nigeria,Edo,Edo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Edo|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
308,2015,Jan-Jun 2015,Africa,Nigeria,Edo,Edo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Edo|HPAI|H5N1,animal_row,True,,410.0,200.0,0.0,0.0,200.0,
309,2015,Jan-Jun 2015,Africa,Nigeria,Jigawa,Jigawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Jigawa|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
310,2015,Jan-Jun 2015,Africa,Nigeria,Jigawa,Jigawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Jigawa|HPAI|H5N1,animal_row,True,,1550.0,183.0,1096.0,0.0,183.0,
311,2015,Jan-Jun 2015,Africa,Nigeria,Kaduna,Kaduna,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Kaduna|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
312,2015,Jan-Jun 2015,Africa,Nigeria,Kaduna,Kaduna,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Kaduna|HPAI|H5N1,animal_row,True,,5970.0,1315.0,665.0,0.0,715.0,
313,2015,Jan-Jun 2015,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Kano|HPAI|H5N1,outbreak_row,True,29.0,,,,,,
314,2015,Jan-Jun 2015,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Kano|HPAI|H5N1,animal_row,True,,143723.0,10071.0,75804.0,258.0,8245.0,
315,2015,Jan-Jun 2015,Africa,Nigeria,Lagos,Lagos,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Lagos|HPAI|H5N1,outbreak_row,True,4.0,,,,,,
316,2015,Jan-Jun 2015,Africa,Nigeria,Lagos,Lagos,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Lagos|HPAI|H5N1,animal_row,True,,7570.0,1132.0,124.0,0.0,1114.0,
317,2015,Jan-Jun 2015,Africa,Nigeria,Nasarawa,Nasarawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Nasarawa|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
318,2015,Jan-Jun 2015,Africa,Nigeria,Nasarawa,Nasarawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Nasarawa|HPAI|H5N1,animal_row,True,,2500.0,1400.0,1100.0,0.0,1400.0,
319,2015,Jan-Jun 2015,Africa,Nigeria,Ogun,Ogun,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Ogun|HPAI|H5N1,outbreak_row,True,4.0,,,,,,
320,2015,Jan-Jun 2015,Africa,Nigeria,Ogun,Ogun,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Ogun|HPAI|H5N1,animal_row,True,,42946.0,2738.0,36788.0,0.0,2738.0,
321,2015,Jan-Jun 2015,Africa,Nigeria,Osun,Osun,False,state,Rabies virus (Inf. with),Rabies,,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Osun|Rabies|,outbreak_row,True,1.0,,,,,,
322,2015,Jan-Jun 2015,Africa,Nigeria,Osun,Osun,False,state,Rabies virus (Inf. with),Rabies,,Domestic,Dogs,Animal,-,-,2015|Jan-Jun 2015|Osun|Rabies|,animal_row,True,,3.0,2.0,1.0,0.0,1.0,0.0
323,2015,Jan-Jun 2015,Africa,Nigeria,Osun,Osun,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Osun|Trypanosomosis|,outbreak_row,True,1.0,,,,,,
324,2015,Jan-Jun 2015,Africa,Nigeria,Osun,Osun,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2015|Jan-Jun 2015|Osun|Trypanosomosis|,animal_row,True,,30.0,3.0,0.0,0.0,1.0,
325,2015,Jan-Jun 2015,Africa,Nigeria,Oyo,Oyo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Oyo|HPAI|H5N1,outbreak_row,True,2.0,,,,,,
326,2015,Jan-Jun 2015,Africa,Nigeria,Oyo,Oyo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Oyo|HPAI|H5N1,animal_row,True,,15000.0,10000.0,0.0,0.0,10000.0,
327,2015,Jan-Jun 2015,Africa,Nigeria,Oyo,Oyo,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Oyo|Trypanosomosis|,outbreak_row,True,1.0,,,,,,
328,2015,Jan-Jun 2015,Africa,Nigeria,Oyo,Oyo,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Dogs,Animal,-,-,2015|Jan-Jun 2015|Oyo|Trypanosomosis|,animal_row,True,,1.0,1.0,0.0,0.0,0.0,
329,2015,Jan-Jun 2015,Africa,Nigeria,Plateau,Plateau,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Plateau|HPAI|H5N1,outbreak_row,True,117.0,,,,,,
330,2015,Jan-Jun 2015,Africa,Nigeria,Plateau,Plateau,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Plateau|HPAI|H5N1,animal_row,True,,384465.0,23584.0,343749.0,0.0,23574.0,
331,2015,Jan-Jun 2015,Africa,Nigeria,Rivers,Rivers,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jan-Jun 2015|Rivers|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
332,2015,Jan-Jun 2015,Africa,Nigeria,Rivers,Rivers,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jan-Jun 2015|Rivers|HPAI|H5N1,animal_row,True,,5250.0,1737.0,1988.0,0.0,1737.0,
333,2015,Jul-Dec 2015,Africa,Nigeria,Abia,Abia,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Abia|HPAI|H5N1,outbreak_row,True,2.0,,,,,,
334,2015,Jul-Dec 2015,Africa,Nigeria,Abia,Abia,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Abia|HPAI|H5N1,animal_row,True,,6569.0,2518.0,4032.0,0.0,2518.0,
335,2015,Jul-Dec 2015,Africa,Nigeria,Adamawa,Adamawa,False,state,Rabies virus (Inf. with),Rabies,,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Adamawa|Rabies|,outbreak_row,True,1.0,,,,,,
336,2015,Jul-Dec 2015,Africa,Nigeria,Adamawa,Adamawa,False,state,Rabies virus (Inf. with),Rabies,,Domestic,Dogs,Animal,-,-,2015|Jul-Dec 2015|Adamawa|Rabies|,animal_row,True,,3.0,3.0,3.0,0.0,0.0,0.0
337,2015,Jul-Dec 2015,Africa,Nigeria,Anambra,Anambra,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Anambra|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
338,2015,Jul-Dec 2015,Africa,Nigeria,Anambra,Anambra,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Anambra|HPAI|H5N1,animal_row,True,,4000.0,1000.0,0.0,0.0,1000.0,
339,2015,Jul-Dec 2015,Africa,Nigeria,Bayelsa,Bayelsa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Bayelsa|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
340,2015,Jul-Dec 2015,Africa,Nigeria,Bayelsa,Bayelsa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Bayelsa|HPAI|H5N1,animal_row,True,,22800.0,1800.0,21000.0,0.0,1800.0,
341,2015,Jul-Dec 2015,Africa,Nigeria,Delta,Delta,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Delta|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
342,2015,Jul-Dec 2015,Africa,Nigeria,Delta,Delta,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Delta|HPAI|H5N1,animal_row,True,,343238.0,8373.0,335105.0,0.0,8099.0,
343,2015,Jul-Dec 2015,Africa,Nigeria,Edo,Edo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Edo|HPAI|H5N1,outbreak_row,True,2.0,,,,,,
344,2015,Jul-Dec 2015,Africa,Nigeria,Edo,Edo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Edo|HPAI|H5N1,animal_row,True,,11650.0,1830.0,9820.0,0.0,1830.0,
345,2015,Jul-Dec 2015,Africa,Nigeria,Enugu,Enugu,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Enugu|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
346,2015,Jul-Dec 2015,Africa,Nigeria,Enugu,Enugu,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Enugu|HPAI|H5N1,animal_row,True,,123230.0,26629.0,95449.0,0.0,26167.0,
347,2015,Jul-Dec 2015,Africa,Nigeria,Federal Capital Territory,Federal Capital Territory,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Federal Capital Territory|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
348,2015,Jul-Dec 2015,Africa,Nigeria,Federal Capital Territory,Federal Capital Territory,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Federal Capital Territory|HPAI|H5N1,animal_row,True,,800.0,400.0,0.0,0.0,400.0,
349,2015,Jul-Dec 2015,Africa,Nigeria,Gombe,Gombe,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Gombe|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
350,2015,Jul-Dec 2015,Africa,Nigeria,Gombe,Gombe,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Gombe|HPAI|H5N1,animal_row,True,,1000.0,370.0,0.0,0.0,350.0,
351,2015,Jul-Dec 2015,Africa,Nigeria,Jigawa,Jigawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Jigawa|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
352,2015,Jul-Dec 2015,Africa,Nigeria,Jigawa,Jigawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Jigawa|HPAI|H5N1,animal_row,True,,4000.0,1000.0,3000.0,0.0,1000.0,
353,2015,Jul-Dec 2015,Africa,Nigeria,Kaduna,Kaduna,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Kaduna|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
354,2015,Jul-Dec 2015,Africa,Nigeria,Kaduna,Kaduna,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Kaduna|HPAI|H5N1,animal_row,True,,7500.0,1500.0,6000.0,0.0,1500.0,
355,2015,Jul-Dec 2015,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Kano|HPAI|H5N1,outbreak_row,True,4.0,,,,,,
356,2015,Jul-Dec 2015,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Kano|HPAI|H5N1,animal_row,True,,15586.0,512.0,15074.0,0.0,512.0,
357,2015,Jul-Dec 2015,Africa,Nigeria,Lagos,Lagos,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Lagos|HPAI|H5N1,outbreak_row,True,17.0,,,,,,
358,2015,Jul-Dec 2015,Africa,Nigeria,Lagos,Lagos,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Lagos|HPAI|H5N1,animal_row,True,,71467.0,11606.0,55964.0,0.0,11606.0,
359,2015,Jul-Dec 2015,Africa,Nigeria,Nasarawa,Nasarawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Nasarawa|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
360,2015,Jul-Dec 2015,Africa,Nigeria,Nasarawa,Nasarawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Nasarawa|HPAI|H5N1,animal_row,True,,10000.0,1700.0,8300.0,0.0,1700.0,
361,2015,Jul-Dec 2015,Africa,Nigeria,Ogun,Ogun,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Ogun|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
362,2015,Jul-Dec 2015,Africa,Nigeria,Ogun,Ogun,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Ogun|HPAI|H5N1,animal_row,True,,2795.0,100.0,2695.0,0.0,100.0,
363,2015,Jul-Dec 2015,Africa,Nigeria,Osun,Osun,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Osun|Trypanosomosis|,outbreak_row,True,1.0,,,,,,
364,2015,Jul-Dec 2015,Africa,Nigeria,Osun,Osun,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2015|Jul-Dec 2015|Osun|Trypanosomosis|,animal_row,True,,50.0,10.0,0.0,0.0,1.0,
365,2015,Jul-Dec 2015,Africa,Nigeria,Oyo,Oyo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Oyo|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
366,2015,Jul-Dec 2015,Africa,Nigeria,Oyo,Oyo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Oyo|HPAI|H5N1,animal_row,True,,14155.0,6477.0,7643.0,0.0,6477.0,
367,2015,Jul-Dec 2015,Africa,Nigeria,Rivers,Rivers,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2015|Jul-Dec 2015|Rivers|HPAI|H5N1,outbreak_row,True,36.0,,,,,,
368,2015,Jul-Dec 2015,Africa,Nigeria,Rivers,Rivers,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2015|Jul-Dec 2015|Rivers|HPAI|H5N1,animal_row,True,,100428.0,17760.0,64168.0,0.0,17760.0,
369,2016,Jan-Jun 2016,Africa,Nigeria,Adamawa,Adamawa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Both animal categories,,-,-,-,2016|Jan-Jun 2016|Adamawa|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
