row_index_raw,year,semester,world_region,country,location_raw,location_std,location_recoded,geo_level,disease_wahis_label,disease,serotype,animal_category,species,measuring_units,event_id,outbreak_id,block_id,row_type,in_study_period,new_outbreaks,susceptible,cases,killed_disposed,slaughtered,deaths,vaccinated
549,2019,Jul-Dec 2019,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,,Both animal categories,,-,-,-,2019|Jul-Dec 2019|Plateau|Rabies|,outbreak_row,True,14.0,,,,,,
550,2019,Jul-Dec 2019,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,,Domestic,Dogs,Animal,-,-,2019|Jul-Dec 2019|Plateau|Rabies|,animal_row,True,,14.0,14.0,0.0,2.0,12.0,0.0
551,2019,Jul-Dec 2019,Africa,Nigeria,Sokoto,Sokoto,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N6,Domestic,Birds,Animal,-,-,2019|Jul-Dec 2019|Sokoto|HPAI|H5N6,animal_row,True,,,,,,,
552,2019,Jul-Dec 2019,Africa,Nigeria,Yobe,Yobe,False,state,Rabies virus (Inf. with),Rabies,,Both animal categories,,-,-,-,2019|Jul-Dec 2019|Yobe|Rabies|,outbreak_row,True,1.0,,,,,,
553,2019,Jul-Dec 2019,Africa,Nigeria,Yobe,Yobe,False,state,Rabies virus (Inf. with),Rabies,,Domestic,Dogs,Animal,-,-,2019|Jul-Dec 2019|Yobe|Rabies|,animal_row,True,,,2.0,0.0,0.0,2.0,0.0
554,2020,Jan-Jun 2020,Africa,Nigeria,Anambra,Anambra,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2020|Jan-Jun 2020|Anambra|Trypanosomosis|,outbreak_row,True,1.0,,,,,,
555,2020,Jan-Jun 2020,Africa,Nigeria,Anambra,Anambra,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2020|Jan-Jun 2020|Anambra|Trypanosomosis|,animal_row,True,,30.0,2.0,0.0,0.0,0.0,0.0
556,2020,Jan-Jun 2020,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Bauchi|Rabies|RABV,outbreak_row,True,4.0,,,,,,
557,2020,Jan-Jun 2020,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Bauchi|Rabies|RABV,animal_row,True,,122.0,4.0,2.0,0.0,2.0,0.0
558,2020,Jan-Jun 2020,Africa,Nigeria,Bayelsa,Bayelsa,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Bayelsa|Rabies|RABV,outbreak_row,True,1.0,,,,,,
559,2020,Jan-Jun 2020,Africa,Nigeria,Bayelsa,Bayelsa,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Bayelsa|Rabies|RABV,animal_row,True,,3.0,2.0,0.0,0.0,1.0,0.0
560,2020,Jan-Jun 2020,Africa,Nigeria,Ebonyi,Ebonyi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Ebonyi|Rabies|RABV,outbreak_row,True,1.0,,,,,,
561,2020,Jan-Jun 2020,Africa,Nigeria,Ebonyi,Ebonyi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Ebonyi|Rabies|RABV,animal_row,True,,47.0,1.0,0.0,0.0,1.0,0.0
562,2020,Jan-Jun 2020,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Gombe|Rabies|RABV,outbreak_row,True,1.0,,,,,,
563,2020,Jan-Jun 2020,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Gombe|Rabies|RABV,animal_row,True,,40.0,1.0,0.0,0.0,1.0,0.0
564,2020,Jan-Jun 2020,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Kaduna|Rabies|RABV,outbreak_row,True,3.0,,,,,,
565,2020,Jan-Jun 2020,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Kaduna|Rabies|RABV,animal_row,True,,93.0,3.0,2.0,0.0,1.0,0.0
566,2020,Jan-Jun 2020,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Kano|Rabies|RABV,outbreak_row,True,5.0,,,,,,
567,2020,Jan-Jun 2020,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Kano|Rabies|RABV,animal_row,True,,213.0,5.0,1.0,0.0,4.0,0.0
568,2020,Jan-Jun 2020,Africa,Nigeria,Katsina,Katsina,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Katsina|Rabies|RABV,outbreak_row,True,3.0,,,,,,
569,2020,Jan-Jun 2020,Africa,Nigeria,Katsina,Katsina,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Katsina|Rabies|RABV,animal_row,True,,93.0,3.0,2.0,0.0,1.0,0.0
570,2020,Jan-Jun 2020,Africa,Nigeria,Kebbi,Kebbi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Kebbi|Rabies|RABV,outbreak_row,True,3.0,,,,,,
571,2020,Jan-Jun 2020,Africa,Nigeria,Kebbi,Kebbi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cattle,Animal,-,-,2020|Jan-Jun 2020|Kebbi|Rabies|RABV,animal_row,True,,300.0,2.0,0.0,0.0,2.0,0.0
572,2020,Jan-Jun 2020,Africa,Nigeria,Kebbi,Kebbi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Kebbi|Rabies|RABV,animal_row,True,,20.0,1.0,0.0,0.0,1.0,0.0
573,2020,Jan-Jun 2020,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2020|Jan-Jun 2020|Niger|Trypanosomosis|,outbreak_row,True,4.0,,,,,,
574,2020,Jan-Jun 2020,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2020|Jan-Jun 2020|Niger|Trypanosomosis|,animal_row,True,,30.0,12.0,0.0,0.0,0.0,0.0
575,2020,Jan-Jun 2020,Africa,Nigeria,Ogun,Ogun,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Ogun|Rabies|RABV,outbreak_row,True,1.0,,,,,,
576,2020,Jan-Jun 2020,Africa,Nigeria,Ogun,Ogun,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Ogun|Rabies|RABV,animal_row,True,,21.0,1.0,0.0,0.0,1.0,0.0
577,2020,Jan-Jun 2020,Africa,Nigeria,Ondo,Ondo,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2020|Jan-Jun 2020|Ondo|Trypanosomosis|,outbreak_row,True,1.0,,,,,,
578,2020,Jan-Jun 2020,Africa,Nigeria,Ondo,Ondo,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2020|Jan-Jun 2020|Ondo|Trypanosomosis|,animal_row,True,,1100.0,2.0,0.0,0.0,0.0,0.0
579,2020,Jan-Jun 2020,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2020|Jan-Jun 2020|Plateau|Rabies|RABV,outbreak_row,True,24.0,,,,,,
580,2020,Jan-Jun 2020,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jan-Jun 2020|Plateau|Rabies|RABV,animal_row,True,,762.0,23.0,7.0,0.0,15.0,0.0
581,2020,Jan-Jun 2020,Africa,Nigeria,Zamfara,Zamfara,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2020|Jan-Jun 2020|Zamfara|Trypanosomosis|,outbreak_row,True,1.0,,,,,,
582,2020,Jan-Jun 2020,Africa,Nigeria,Zamfara,Zamfara,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2020|Jan-Jun 2020|Zamfara|Trypanosomosis|,animal_row,True,,30.0,7.0,0.0,0.0,0.0,0.0
583,2020,Jul-Dec 2020,Africa,Nigeria,Akwa Ibom,Akwa Ibom,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Akwa Ibom|Rabies|RABV,outbreak_row,True,6.0,,,,,,
584,2020,Jul-Dec 2020,Africa,Nigeria,Akwa Ibom,Akwa Ibom,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Swine,Animal,-,-,2020|Jul-Dec 2020|Akwa Ibom|Rabies|RABV,animal_row,True,,35.0,3.0,2.0,0.0,1.0,0.0
585,2020,Jul-Dec 2020,Africa,Nigeria,Akwa Ibom,Akwa Ibom,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Akwa Ibom|Rabies|RABV,animal_row,True,,24.0,3.0,0.0,0.0,3.0,0.0
586,2020,Jul-Dec 2020,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Bauchi|Rabies|RABV,outbreak_row,True,7.0,,,,,,
587,2020,Jul-Dec 2020,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Bauchi|Rabies|RABV,animal_row,True,,125.0,7.0,0.0,0.0,5.0,0.0
588,2020,Jul-Dec 2020,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cats,Animal,-,-,2020|Jul-Dec 2020|Bauchi|Rabies|RABV,animal_row,True,,4.0,1.0,0.0,0.0,0.0,0.0
589,2020,Jul-Dec 2020,Africa,Nigeria,Benue,Benue,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Benue|Rabies|RABV,outbreak_row,True,1.0,,,,,,
590,2020,Jul-Dec 2020,Africa,Nigeria,Benue,Benue,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Benue|Rabies|RABV,animal_row,True,,13.0,1.0,1.0,0.0,0.0,0.0
591,2020,Jul-Dec 2020,Africa,Nigeria,Borno,Borno,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Borno|Rabies|RABV,outbreak_row,True,1.0,,,,,,
592,2020,Jul-Dec 2020,Africa,Nigeria,Borno,Borno,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Borno|Rabies|RABV,animal_row,True,,5.0,1.0,0.0,0.0,1.0,0.0
593,2020,Jul-Dec 2020,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Gombe|Rabies|RABV,outbreak_row,True,3.0,,,,,,
594,2020,Jul-Dec 2020,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Gombe|Rabies|RABV,animal_row,True,,30.0,2.0,1.0,0.0,1.0,0.0
595,2020,Jul-Dec 2020,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cats,Animal,-,-,2020|Jul-Dec 2020|Gombe|Rabies|RABV,animal_row,True,,3.0,1.0,1.0,0.0,0.0,0.0
596,2020,Jul-Dec 2020,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Kaduna|Rabies|RABV,outbreak_row,True,6.0,,,,,,
597,2020,Jul-Dec 2020,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Kaduna|Rabies|RABV,animal_row,True,,389.0,10.0,3.0,0.0,6.0,0.0
598,2020,Jul-Dec 2020,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2020|Jul-Dec 2020|Kano|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
599,2020,Jul-Dec 2020,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2020|Jul-Dec 2020|Kano|HPAI|H5N1,animal_row,True,,63.0,,2.0,0.0,61.0,
600,2020,Jul-Dec 2020,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Kano|Rabies|RABV,outbreak_row,True,3.0,,,,,,
601,2020,Jul-Dec 2020,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Kano|Rabies|RABV,animal_row,True,,105.0,3.0,1.0,0.0,2.0,0.0
602,2020,Jul-Dec 2020,Africa,Nigeria,Katsina,Katsina,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Katsina|Rabies|RABV,outbreak_row,True,1.0,,,,,,
603,2020,Jul-Dec 2020,Africa,Nigeria,Katsina,Katsina,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Katsina|Rabies|RABV,animal_row,True,,24.0,1.0,1.0,0.0,0.0,0.0
604,2020,Jul-Dec 2020,Africa,Nigeria,Kwara,Kwara,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Kwara|Rabies|RABV,outbreak_row,True,1.0,,,,,,
605,2020,Jul-Dec 2020,Africa,Nigeria,Kwara,Kwara,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Kwara|Rabies|RABV,animal_row,True,,15.0,1.0,0.0,0.0,1.0,0.0
606,2020,Jul-Dec 2020,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Niger|Trypanosomosis|,outbreak_row,True,7.0,,,,,,
607,2020,Jul-Dec 2020,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2020|Jul-Dec 2020|Niger|Trypanosomosis|,animal_row,True,,197.0,64.0,0.0,0.0,0.0,0.0
608,2020,Jul-Dec 2020,Africa,Nigeria,Niger,Niger,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Sheep,Animal,-,-,2020|Jul-Dec 2020|Niger|Trypanosomosis|,animal_row,True,,9.0,2.0,0.0,0.0,0.0,0.0
609,2020,Jul-Dec 2020,Africa,Nigeria,Oyo,Oyo,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Oyo|Rabies|RABV,outbreak_row,True,5.0,,,,,,
610,2020,Jul-Dec 2020,Africa,Nigeria,Oyo,Oyo,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Oyo|Rabies|RABV,animal_row,True,,180.0,5.0,1.0,0.0,4.0,0.0
611,2020,Jul-Dec 2020,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2020|Jul-Dec 2020|Plateau|Rabies|RABV,outbreak_row,True,27.0,,,,,,
612,2020,Jul-Dec 2020,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2020|Jul-Dec 2020|Plateau|Rabies|RABV,animal_row,True,,1195.0,28.0,9.0,0.0,20.0,0.0
613,2020,Jul-Dec 2020,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Rabbits,Animal,-,-,2020|Jul-Dec 2020|Plateau|Rabies|RABV,animal_row,True,,20.0,1.0,0.0,0.0,1.0,0.0
614,2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,Bauchi,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2021|Jan-Jun 2021|Bauchi|HPAI|H5N1,outbreak_row,True,8.0,,,,,,
615,2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,Bauchi,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2021|Jan-Jun 2021|Bauchi|HPAI|H5N1,animal_row,True,,46896.0,44850.0,43872.0,0.0,3024.0,0.0
616,2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2021|Jan-Jun 2021|Bauchi|Rabies|RABV,outbreak_row,True,4.0,,,,,,
617,2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2021|Jan-Jun 2021|Bauchi|Rabies|RABV,animal_row,True,,41.0,3.0,1.0,0.0,2.0,0.0
618,2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Sheep,Animal,-,-,2021|Jan-Jun 2021|Bauchi|Rabies|RABV,animal_row,True,,5.0,1.0,1.0,0.0,,
619,2021,Jan-Jun 2021,Africa,Nigeria,Bayelsa,Bayelsa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2021|Jan-Jun 2021|Bayelsa|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
620,2021,Jan-Jun 2021,Africa,Nigeria,Bayelsa,Bayelsa,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2021|Jan-Jun 2021|Bayelsa|HPAI|H5N1,animal_row,True,,2200.0,2200.0,0.0,0.0,850.0,0.0
621,2021,Jan-Jun 2021,Africa,Nigeria,Bayelsa,Bayelsa,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2021|Jan-Jun 2021|Bayelsa|Rabies|RABV,outbreak_row,True,1.0,,,,,,
622,2021,Jan-Jun 2021,Africa,Nigeria,Bayelsa,Bayelsa,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2021|Jan-Jun 2021|Bayelsa|Rabies|RABV,animal_row,True,,5.0,3.0,0.0,0.0,3.0,0.0
623,2021,Jan-Jun 2021,Africa,Nigeria,Benue,Benue,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2021|Jan-Jun 2021|Benue|Rabies|RABV,outbreak_row,True,2.0,,,,,,
624,2021,Jan-Jun 2021,Africa,Nigeria,Benue,Benue,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2021|Jan-Jun 2021|Benue|Rabies|RABV,animal_row,True,,24.0,2.0,2.0,0.0,0.0,0.0
625,2021,Jan-Jun 2021,Africa,Nigeria,Delta,Delta,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2021|Jan-Jun 2021|Delta|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
626,2021,Jan-Jun 2021,Africa,Nigeria,Delta,Delta,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2021|Jan-Jun 2021|Delta|HPAI|H5N1,animal_row,True,,82020.0,82020.0,0.0,0.0,34070.0,0.0
627,2021,Jan-Jun 2021,Africa,Nigeria,Delta,Delta,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2021|Jan-Jun 2021|Delta|Rabies|RABV,outbreak_row,True,1.0,,,,,,
628,2021,Jan-Jun 2021,Africa,Nigeria,Delta,Delta,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2021|Jan-Jun 2021|Delta|Rabies|RABV,animal_row,True,,16.0,1.0,1.0,0.0,0.0,0.0
629,2021,Jan-Jun 2021,Africa,Nigeria,Edo,Edo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2021|Jan-Jun 2021|Edo|HPAI|H5N1,outbreak_row,True,2.0,,,,,,
630,2021,Jan-Jun 2021,Africa,Nigeria,Edo,Edo,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2021|Jan-Jun 2021|Edo|HPAI|H5N1,animal_row,True,,2800.0,2800.0,1500.0,0.0,1300.0,0.0
631,2021,Jan-Jun 2021,Africa,Nigeria,Federal Capital Territory,Federal Capital Territory,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2021|Jan-Jun 2021|Federal Capital Territory|Rabies|RABV,outbreak_row,True,1.0,,,,,,
632,2021,Jan-Jun 2021,Africa,Nigeria,Federal Capital Territory,Federal Capital Territory,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2021|Jan-Jun 2021|Federal Capital Territory|Rabies|RABV,animal_row,True,,2.0,1.0,1.0,0.0,1.0,1.0
633,2021,Jan-Jun 2021,Africa,Nigeria,Gombe,Gombe,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2021|Jan-Jun 2021|Gombe|HPAI|H5N1,outbreak_row,True,2.0,,,,,,
634,2021,Jan-Jun 2021,Africa,Nigeria,Gombe,Gombe,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2021|Jan-Jun 2021|Gombe|HPAI|H5N1,animal_row,True,,2780.0,2780.0,596.0,0.0,2184.0,0.0
635,2021,Jan-Jun 2021,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2021|Jan-Jun 2021|Gombe|Rabies|RABV,outbreak_row,True,1.0,,,,,,
636,2021,Jan-Jun 2021,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2021|Jan-Jun 2021|Gombe|Rabies|RABV,animal_row,True,,20.0,1.0,1.0,0.0,0.0,0.0
637,2021,Jan-Jun 2021,Africa,Nigeria,Jigawa,Jigawa,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,,-,-,-,2021|Jan-Jun 2021|Jigawa|Trypanosomosis|,outbreak_row,True,1.0,,,,,,
638,2021,Jan-Jun 2021,Africa,Nigeria,Jigawa,Jigawa,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2021|Jan-Jun 2021|Jigawa|Trypanosomosis|,animal_row,True,,279.0,57.0,0.0,0.0,0.0,0.0
639,2021,Jan-Jun 2021,Africa,Nigeria,Kaduna,Kaduna,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2021|Jan-Jun 2021|Kaduna|HPAI|H5N1,outbreak_row,True,3.0,,,,,,
640,2021,Jan-Jun 2021,Africa,Nigeria,Kaduna,Kaduna,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2021|Jan-Jun 2021|Kaduna|HPAI|H5N1,animal_row,True,,10505.0,3600.0,8469.0,0.0,2036.0,0.0
641,2021,Jan-Jun 2021,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2021|Jan-Jun 2021|Kaduna|Rabies|RABV,outbreak_row,True,11.0,,,,,,
642,2021,Jan-Jun 2021,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2021|Jan-Jun 2021|Kaduna|Rabies|RABV,animal_row,True,,23.0,11.0,1.0,0.0,10.0,0.0
643,2021,Jan-Jun 2021,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2021|Jan-Jun 2021|Kano|HPAI|H5N1,outbreak_row,True,20.0,,,,,,
644,2021,Jan-Jun 2021,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2021|Jan-Jun 2021|Kano|HPAI|H5N1,animal_row,True,,226567.0,223160.0,212557.0,0.0,14010.0,0.0
645,2021,Jan-Jun 2021,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2021|Jan-Jun 2021|Kano|Rabies|RABV,outbreak_row,True,3.0,,,,,,
646,2021,Jan-Jun 2021,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2021|Jan-Jun 2021|Kano|Rabies|RABV,animal_row,True,,119.0,3.0,1.0,0.0,2.0,0.0
647,2021,Jan-Jun 2021,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cattle,Animal,-,-,2021|Jan-Jun 2021|Kano|Rabies|RABV,animal_row,True,,1.0,1.0,,0.0,1.0,0.0
648,2021,Jan-Jun 2021,Africa,Nigeria,Kogi,Kogi,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,,-,-,-,2021|Jan-Jun 2021|Kogi|Trypanosomosis|,outbreak_row,True,1.0,,,,,,
649,2021,Jan-Jun 2021,Africa,Nigeria,Kogi,Kogi,False,state,Trypanosomosis (tsetse-transmitted) (-2021),Trypanosomosis,,Domestic,Cattle,Animal,-,-,2021|Jan-Jun 2021|Kogi|Trypanosomosis|,animal_row,True,,5.0,2.0,0.0,0.0,0.0,0.0
