block_id,year,semester,disease,serotype,geo_level,location_raw,location_std,animal_category,species,measuring_units,susceptible,cases,killed_disposed,slaughtered,deaths,vaccinated,all_counts_missing
2013|Jan-Jun 2013|Enugu|Trypanosomosis|,2013,Jan-Jun 2013,Trypanosomosis,,state,Enugu,Enugu,Domestic,Dogs,Animal,2.0,2.0,,,,,False
2013|Jan-Jun 2013|Enugu|Trypanosomosis|,2013,Jan-Jun 2013,Trypanosomosis,,state,Enugu,Enugu,Domestic,Goats,Animal,,2.0,,,,,False
2013|Jan-Jun 2013|Imo|Rabies|not typed,2013,Jan-Jun 2013,Rabies,not typed,state,Imo,Imo,Domestic,Dogs,Animal,1.0,1.0,0.0,0.0,1.0,0.0,False
2013|Jan-Jun 2013|Kaduna|Rabies|not typed,2013,Jan-Jun 2013,Rabies,not typed,state,Kaduna,Kaduna,Domestic,Dogs,Animal,130.0,5.0,0.0,0.0,5.0,0.0,False
2013|Jan-Jun 2013|Niger|Trypanosomosis|,2013,Jan-Jun 2013,Trypanosomosis,,state,Niger,Niger,Domestic,Cattle,Animal,299.0,54.0,0.0,6.0,0.0,,False
2013|Jan-Jun 2013|Osun|Rabies|not typed,2013,Jan-Jun 2013,Rabies,not typed,state,Osun,Osun,Domestic,Dogs,Animal,14.0,2.0,0.0,0.0,2.0,122.0,False
2013|Jan-Jun 2013|Plateau|Rabies|not typed,2013,Jan-Jun 2013,Rabies,not typed,state,Plateau,Plateau,Domestic,Dogs,Animal,1083.0,13.0,0.0,12.0,6.0,87.0,False
2013|Jul-Dec 2013|Ekiti|Rabies|not typed,2013,Jul-Dec 2013,Rabies,not typed,state,Ekiti,Ekiti,Domestic,Dogs,Animal,50.0,2.0,1.0,0.0,1.0,0.0,False
2013|Jul-Dec 2013|Niger|Rabies|not typed,2013,Jul-Dec 2013,Rabies,not typed,state,Niger,Niger,Domestic,Dogs,Animal,22.0,3.0,0.0,0.0,3.0,0.0,False
2013|Jul-Dec 2013|Niger|Trypanosomosis|,2013,Jul-Dec 2013,Trypanosomosis,,state,Niger,Niger,Domestic,Cattle,Animal,31.0,10.0,0.0,0.0,0.0,,False
2013|Jul-Dec 2013|Plateau|Rabies|not typed,2013,Jul-Dec 2013,Rabies,not typed,state,Plateau,Plateau,Domestic,Dogs,Animal,273.0,10.0,0.0,0.0,10.0,166.0,False
2014|Jan-Jun 2014|Niger|Trypanosomosis|,2014,Jan-Jun 2014,Trypanosomosis,,state,Niger,Niger,Domestic,Cattle,Animal,94.0,34.0,0.0,0.0,0.0,,False
2014|Jan-Jun 2014|Osun|Rabies|,2014,Jan-Jun 2014,Rabies,,state,Osun,Osun,Domestic,Dogs,Animal,4.0,1.0,0.0,0.0,1.0,6.0,False
2014|Jan-Jun 2014|Plateau|Rabies|,2014,Jan-Jun 2014,Rabies,,state,Plateau,Plateau,Domestic,Dogs,Animal,4.0,5.0,0.0,0.0,5.0,159.0,False
2014|Jul-Dec 2014|Nigeria|HPAI|H5 (N untyped),2014,Jul-Dec 2014,HPAI,H5 (N untyped),national,Nigeria,Nigeria,Domestic,Birds,Animal,50000.0,3300.0,0.0,0.0,3300.0,0.0,False
2014|Jul-Dec 2014|Osun|Rabies|,2014,Jul-Dec 2014,Rabies,,state,Osun,Osun,Domestic,Dogs,Animal,3.0,2.0,0.0,0.0,2.0,0.0,False
2014|Jul-Dec 2014|Plateau|Rabies|,2014,Jul-Dec 2014,Rabies,,state,Plateau,Plateau,Domestic,Dogs,Animal,10.0,1.0,0.0,0.0,1.0,0.0,False
2015|Jan-Jun 2015|Bauchi|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Bauchi,Bauchi,Domestic,Birds,Animal,9688.0,548.0,8507.0,0.0,548.0,,False
2015|Jan-Jun 2015|Delta|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Delta,Delta,Domestic,Birds,Animal,1950.0,1550.0,400.0,0.0,1550.0,,False
2015|Jan-Jun 2015|Edo|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Edo,Edo,Domestic,Birds,Animal,410.0,200.0,0.0,0.0,200.0,,False
2015|Jan-Jun 2015|Jigawa|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Jigawa,Jigawa,Domestic,Birds,Animal,1550.0,183.0,1096.0,0.0,183.0,,False
2015|Jan-Jun 2015|Kaduna|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Kaduna,Kaduna,Domestic,Birds,Animal,5970.0,1315.0,665.0,0.0,715.0,,False
2015|Jan-Jun 2015|Kano|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Kano,Kano,Domestic,Birds,Animal,143723.0,10071.0,75804.0,258.0,8245.0,,False
2015|Jan-Jun 2015|Lagos|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Lagos,Lagos,Domestic,Birds,Animal,7570.0,1132.0,124.0,0.0,1114.0,,False
2015|Jan-Jun 2015|Nasarawa|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Nasarawa,Nasarawa,Domestic,Birds,Animal,2500.0,1400.0,1100.0,0.0,1400.0,,False
2015|Jan-Jun 2015|Ogun|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Ogun,Ogun,Domestic,Birds,Animal,42946.0,2738.0,36788.0,0.0,2738.0,,False
2015|Jan-Jun 2015|Osun|Rabies|,2015,Jan-Jun 2015,Rabies,,state,Osun,Osun,Domestic,Dogs,Animal,3.0,2.0,1.0,0.0,1.0,0.0,False
2015|Jan-Jun 2015|Osun|Trypanosomosis|,2015,Jan-Jun 2015,Trypanosomosis,,state,Osun,Osun,Domestic,Cattle,Animal,30.0,3.0,0.0,0.0,1.0,,False
2015|Jan-Jun 2015|Oyo|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Oyo,Oyo,Domestic,Birds,Animal,15000.0,10000.0,0.0,0.0,10000.0,,False
2015|Jan-Jun 2015|Oyo|Trypanosomosis|,2015,Jan-Jun 2015,Trypanosomosis,,state,Oyo,Oyo,Domestic,Dogs,Animal,1.0,1.0,0.0,0.0,0.0,,False
2015|Jan-Jun 2015|Plateau|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Plateau,Plateau,Domestic,Birds,Animal,384465.0,23584.0,343749.0,0.0,23574.0,,False
2015|Jan-Jun 2015|Rivers|HPAI|H5N1,2015,Jan-Jun 2015,HPAI,H5N1,state,Rivers,Rivers,Domestic,Birds,Animal,5250.0,1737.0,1988.0,0.0,1737.0,,False
2015|Jul-Dec 2015|Abia|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Abia,Abia,Domestic,Birds,Animal,6569.0,2518.0,4032.0,0.0,2518.0,,False
2015|Jul-Dec 2015|Adamawa|Rabies|,2015,Jul-Dec 2015,Rabies,,state,Adamawa,Adamawa,Domestic,Dogs,Animal,3.0,3.0,3.0,0.0,0.0,0.0,False
2015|Jul-Dec 2015|Anambra|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Anambra,Anambra,Domestic,Birds,Animal,4000.0,1000.0,0.0,0.0,1000.0,,False
2015|Jul-Dec 2015|Bayelsa|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Bayelsa,Bayelsa,Domestic,Birds,Animal,22800.0,1800.0,21000.0,0.0,1800.0,,False
2015|Jul-Dec 2015|Delta|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Delta,Delta,Domestic,Birds,Animal,343238.0,8373.0,335105.0,0.0,8099.0,,False
2015|Jul-Dec 2015|Edo|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Edo,Edo,Domestic,Birds,Animal,11650.0,1830.0,9820.0,0.0,1830.0,,False
2015|Jul-Dec 2015|Enugu|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Enugu,Enugu,Domestic,Birds,Animal,123230.0,26629.0,95449.0,0.0,26167.0,,False
2015|Jul-Dec 2015|Federal Capital Territory|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Federal Capital Territory,Federal Capital Territory,Domestic,Birds,Animal,800.0,400.0,0.0,0.0,400.0,,False
2015|Jul-Dec 2015|Gombe|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Gombe,Gombe,Domestic,Birds,Animal,1000.0,370.0,0.0,0.0,350.0,,False
2015|Jul-Dec 2015|Jigawa|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Jigawa,Jigawa,Domestic,Birds,Animal,4000.0,1000.0,3000.0,0.0,1000.0,,False
2015|Jul-Dec 2015|Kaduna|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Kaduna,Kaduna,Domestic,Birds,Animal,7500.0,1500.0,6000.0,0.0,1500.0,,False
2015|Jul-Dec 2015|Kano|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Kano,Kano,Domestic,Birds,Animal,15586.0,512.0,15074.0,0.0,512.0,,False
2015|Jul-Dec 2015|Lagos|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Lagos,Lagos,Domestic,Birds,Animal,71467.0,11606.0,55964.0,0.0,11606.0,,False
2015|Jul-Dec 2015|Nasarawa|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Nasarawa,Nasarawa,Domestic,Birds,Animal,10000.0,1700.0,8300.0,0.0,1700.0,,False
2015|Jul-Dec 2015|Ogun|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Ogun,Ogun,Domestic,Birds,Animal,2795.0,100.0,2695.0,0.0,100.0,,False
2015|Jul-Dec 2015|Osun|Trypanosomosis|,2015,Jul-Dec 2015,Trypanosomosis,,state,Osun,Osun,Domestic,Cattle,Animal,50.0,10.0,0.0,0.0,1.0,,False
2015|Jul-Dec 2015|Oyo|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Oyo,Oyo,Domestic,Birds,Animal,14155.0,6477.0,7643.0,0.0,6477.0,,False
2015|Jul-Dec 2015|Rivers|HPAI|H5N1,2015,Jul-Dec 2015,HPAI,H5N1,state,Rivers,Rivers,Domestic,Birds,Animal,100428.0,17760.0,64168.0,0.0,17760.0,,False
2016|Jan-Jun 2016|Adamawa|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Adamawa,Adamawa,Domestic,Birds,Animal,28900.0,3380.0,25520.0,0.0,3380.0,,False
2016|Jan-Jun 2016|Bauchi|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Bauchi,Bauchi,Domestic,Birds,Animal,76411.0,4283.0,72128.0,0.0,4283.0,,False
2016|Jan-Jun 2016|Bayelsa|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Bayelsa,Bayelsa,Domestic,Birds,Animal,3000.0,850.0,2150.0,0.0,850.0,,False
2016|Jan-Jun 2016|Benue|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Benue,Benue,Domestic,Birds,Animal,350.0,148.0,202.0,0.0,148.0,,False
2016|Jan-Jun 2016|Delta|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Delta,Delta,Domestic,Birds,Animal,1609.0,402.0,1207.0,0.0,402.0,,False
2016|Jan-Jun 2016|Ebonyi|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Ebonyi,Ebonyi,Domestic,Birds,Animal,2200.0,270.0,1930.0,0.0,270.0,,False
2016|Jan-Jun 2016|Edo|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Edo,Edo,Domestic,Birds,Animal,36600.0,4134.0,32466.0,0.0,4134.0,,False
2016|Jan-Jun 2016|Enugu|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Enugu,Enugu,Domestic,Birds,Animal,5000.0,2385.0,2615.0,0.0,2385.0,,False
2016|Jan-Jun 2016|Federal Capital Territory|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Federal Capital Territory,Federal Capital Territory,Domestic,Birds,Animal,377199.0,59797.0,317402.0,0.0,59797.0,,False
2016|Jan-Jun 2016|Jigawa|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Jigawa,Jigawa,Domestic,Birds,Animal,8105.0,1550.0,6555.0,0.0,1550.0,,False
2016|Jan-Jun 2016|Kaduna|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Kaduna,Kaduna,Domestic,Birds,Animal,144730.0,17156.0,127574.0,0.0,17156.0,,False
2016|Jan-Jun 2016|Kano|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Kano,Kano,Domestic,Birds,Animal,472888.0,8226.0,464211.0,0.0,8226.0,,False
2016|Jan-Jun 2016|Katsina|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Katsina,Katsina,Domestic,Birds,Animal,114506.0,3358.0,110948.0,0.0,3358.0,,False
2016|Jan-Jun 2016|Kebbi|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Kebbi,Kebbi,Domestic,Birds,Animal,1500.0,600.0,900.0,0.0,600.0,,False
2016|Jan-Jun 2016|Lagos|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Lagos,Lagos,Domestic,Birds,Animal,4000.0,1355.0,2645.0,0.0,1355.0,,False
2016|Jan-Jun 2016|Nasarawa|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Nasarawa,Nasarawa,Domestic,Birds,Animal,10500.0,1635.0,8865.0,0.0,1635.0,,False
2016|Jan-Jun 2016|Plateau|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Plateau,Plateau,Domestic,Birds,Animal,220151.0,11960.0,208191.0,0.0,11960.0,,False
2016|Jan-Jun 2016|Sokoto|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Sokoto,Sokoto,Domestic,Birds,Animal,12000.0,2270.0,9730.0,0.0,2270.0,,False
2016|Jan-Jun 2016|Zamfara|HPAI|H5N1,2016,Jan-Jun 2016,HPAI,H5N1,state,Zamfara,Zamfara,Domestic,Birds,Animal,38398.0,3948.0,34450.0,0.0,3948.0,,False
2016|Jul-Dec 2016|Bauchi|HPAI|H5N1,2016,Jul-Dec 2016,HPAI,H5N1,state,Bauchi,Bauchi,Domestic,Birds,Animal,10214.0,378.0,940.0,0.0,378.0,,False
2016|Jul-Dec 2016|Delta|HPAI|H5N1,2016,Jul-Dec 2016,HPAI,H5N1,state,Delta,Delta,Domestic,Birds,Animal,100.0,90.0,10.0,0.0,90.0,,False
2016|Jul-Dec 2016|Federal Capital Territory|HPAI|H5N1,2016,Jul-Dec 2016,HPAI,H5N1,state,Federal Capital Territory,Federal Capital Territory,Domestic,Birds,Animal,100000.0,10000.0,90000.0,0.0,10000.0,,False
2016|Jul-Dec 2016|Kano|HPAI|H5N1;H5N8,2016,Jul-Dec 2016,HPAI,H5N1;H5N8,state,Kano,Kano,Domestic,Birds,Animal,431.0,33.0,398.0,0.0,33.0,,False
2016|Jul-Dec 2016|Kano|HPAI|H5N8,2016,Jul-Dec 2016,HPAI,H5N8,state,Kano,Kano,Domestic,Birds,Animal,,,,,,,True
2016|Jul-Dec 2016|Lagos|HPAI|H5N1,2016,Jul-Dec 2016,HPAI,H5N1,state,Lagos,Lagos,Domestic,Birds,Animal,250.0,55.0,195.0,0.0,55.0,,False
2016|Jul-Dec 2016|Oyo|HPAI|H5N1,2016,Jul-Dec 2016,HPAI,H5N1,state,Oyo,Oyo,Domestic,Birds,Animal,1647.0,886.0,0.0,0.0,886.0,,False
2016|Jul-Dec 2016|Rivers|HPAI|H5N1,2016,Jul-Dec 2016,HPAI,H5N1,state,Rivers,Rivers,Domestic,Birds,Animal,4800.0,1404.0,3396.0,0.0,1404.0,,False
2016|Jul-Dec 2016|Sokoto|Rabies|,2016,Jul-Dec 2016,Rabies,,state,Sokoto,Sokoto,Domestic,Dogs,Animal,5.0,1.0,0.0,0.0,1.0,0.0,False
2017|Jan-Jun 2017|Adamawa|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Adamawa,Adamawa,Domestic,Birds,Animal,200.0,50.0,150.0,0.0,50.0,,False
2017|Jan-Jun 2017|Bauchi|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Bauchi,Bauchi,Domestic,Birds,Animal,66665.0,13652.0,53013.0,0.0,13652.0,,False
2017|Jan-Jun 2017|Edo|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Edo,Edo,Domestic,Birds,Animal,8100.0,10.0,0.0,0.0,10.0,,False
2017|Jan-Jun 2017|Federal Capital Territory|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Federal Capital Territory,Federal Capital Territory,Domestic,Birds,Animal,130000.0,265.0,129735.0,0.0,265.0,,False
2017|Jan-Jun 2017|Gombe|Trypanosomosis|,2017,Jan-Jun 2017,Trypanosomosis,,state,Gombe,Gombe,Domestic,Cattle,Animal,23.0,1.0,0.0,0.0,0.0,,False
2017|Jan-Jun 2017|Kaduna|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Kaduna,Kaduna,Domestic,Birds,Animal,19700.0,2947.0,16753.0,0.0,2947.0,,False
2017|Jan-Jun 2017|Kaduna|Rabies|,2017,Jan-Jun 2017,Rabies,,state,Kaduna,Kaduna,Domestic,Cattle,Animal,35.0,2.0,0.0,1.0,1.0,0.0,False
2017|Jan-Jun 2017|Kaduna|Rabies|,2017,Jan-Jun 2017,Rabies,,state,Kaduna,Kaduna,Domestic,Dogs,Animal,1.0,1.0,0.0,0.0,1.0,3000.0,False
2017|Jan-Jun 2017|Kano|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Kano,Kano,Domestic,Birds,Animal,13000.0,800.0,1200.0,0.0,800.0,,False
2017|Jan-Jun 2017|Kano|HPAI|H5N8,2017,Jan-Jun 2017,HPAI,H5N8,state,Kano,Kano,Domestic,Birds,Animal,4.0,4.0,0.0,0.0,0.0,,False
2017|Jan-Jun 2017|Katsina|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Katsina,Katsina,Domestic,Birds,Animal,3198.0,320.0,2878.0,0.0,320.0,,False
2017|Jan-Jun 2017|Nasarawa|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Nasarawa,Nasarawa,Domestic,Birds,Animal,3200.0,9.0,3191.0,0.0,9.0,,False
2017|Jan-Jun 2017|Plateau|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Plateau,Plateau,Domestic,Birds,Animal,70917.0,1497.0,67949.0,1490.0,1167.0,,False
2017|Jan-Jun 2017|Plateau|Rabies|,2017,Jan-Jun 2017,Rabies,,state,Plateau,Plateau,Domestic,Dogs,Animal,1.0,1.0,0.0,0.0,1.0,0.0,False
2017|Jan-Jun 2017|Rivers|HPAI|H5N1,2017,Jan-Jun 2017,HPAI,H5N1,state,Rivers,Rivers,Domestic,Birds,Animal,,,,,,,True
2017|Jul-Dec 2017|Bauchi|HPAI|H5N1,2017,Jul-Dec 2017,HPAI,H5N1,state,Bauchi,Bauchi,Domestic,Birds,Animal,,,,,,,True
2017|Jul-Dec 2017|Bauchi|Rabies|,2017,Jul-Dec 2017,Rabies,,state,Bauchi,Bauchi,Domestic,Dogs,Animal,55.0,4.0,1.0,0.0,3.0,0.0,False
2017|Jul-Dec 2017|Benue|Rabies|,2017,Jul-Dec 2017,Rabies,,state,Benue,Benue,Domestic,Dogs,Animal,1.0,1.0,0.0,0.0,1.0,0.0,False
2017|Jul-Dec 2017|Gombe|Trypanosomosis|,2017,Jul-Dec 2017,Trypanosomosis,,state,Gombe,Gombe,Domestic,Cattle,Animal,23.0,1.0,0.0,0.0,0.0,,False
2017|Jul-Dec 2017|Kaduna|Rabies|,2017,Jul-Dec 2017,Rabies,,state,Kaduna,Kaduna,Domestic,Dogs,Animal,49.0,5.0,3.0,0.0,2.0,0.0,False
2017|Jul-Dec 2017|Kano|Rabies|,2017,Jul-Dec 2017,Rabies,,state,Kano,Kano,Domestic,Dogs,Animal,25.0,2.0,2.0,0.0,0.0,0.0,False
2017|Jul-Dec 2017|Kwara|Rabies|,2017,Jul-Dec 2017,Rabies,,state,Kwara,Kwara,Domestic,Dogs,Animal,32.0,1.0,0.0,0.0,1.0,0.0,False
2017|Jul-Dec 2017|Ogun|HPAI|H5N8,2017,Jul-Dec 2017,HPAI,H5N8,state,Ogun,Ogun,Domestic,Birds,Animal,100000.0,150.0,9450.0,0.0,150.0,,False
2017|Jul-Dec 2017|Plateau|Rabies|,2017,Jul-Dec 2017,Rabies,,state,Plateau,Plateau,Domestic,Dogs,Animal,519.0,35.0,21.0,0.0,14.0,0.0,False
2017|Jul-Dec 2017|Rivers|HPAI|H5N1,2017,Jul-Dec 2017,HPAI,H5N1,state,Rivers,Rivers,Domestic,Birds,Animal,,,,,,,True
2018|Jan-Jun 2018|Adamawa|Rabies|,2018,Jan-Jun 2018,Rabies,,state,Adamawa,Adamawa,Domestic,Dogs,Animal,,1.0,0.0,0.0,1.0,0.0,False
2018|Jan-Jun 2018|Kaduna|Rabies|,2018,Jan-Jun 2018,Rabies,,state,Kaduna,Kaduna,Domestic,Dogs,Animal,,2.0,0.0,0.0,2.0,0.0,False
2018|Jan-Jun 2018|Kano|Rabies|,2018,Jan-Jun 2018,Rabies,,state,Kano,Kano,Domestic,Dogs,Animal,,3.0,1.0,0.0,2.0,0.0,False
2018|Jan-Jun 2018|Kwara|Rabies|,2018,Jan-Jun 2018,Rabies,,state,Kwara,Kwara,Domestic,Dogs,Animal,2.0,1.0,0.0,0.0,1.0,0.0,False
2018|Jan-Jun 2018|Kwara|Trypanosomosis|,2018,Jan-Jun 2018,Trypanosomosis,,state,Kwara,Kwara,Domestic,Cattle,Animal,332.0,56.0,0.0,0.0,0.0,,False
2018|Jan-Jun 2018|Nasarawa|HPAI|H5N8,2018,Jan-Jun 2018,HPAI,H5N8,state,Nasarawa,Nasarawa,Domestic,Birds,Animal,1150.0,1105.0,45.0,0.0,1105.0,,False
2018|Jan-Jun 2018|Plateau|Rabies|,2018,Jan-Jun 2018,Rabies,,state,Plateau,Plateau,Domestic,Dogs,Animal,77.0,25.0,0.0,0.0,25.0,0.0,False
2018|Jan-Jun 2018|Plateau|Rabies|,2018,Jan-Jun 2018,Rabies,,state,Plateau,Plateau,Domestic,Cats,Animal,1.0,1.0,0.0,0.0,1.0,0.0,False
2018|Jul-Dec 2018|Bauchi|Rabies|,2018,Jul-Dec 2018,Rabies,,state,Bauchi,Bauchi,Domestic,Dogs,Animal,,3.0,0.0,0.0,3.0,0.0,False
2018|Jul-Dec 2018|Bayelsa|Rabies|,2018,Jul-Dec 2018,Rabies,,state,Bayelsa,Bayelsa,Domestic,Dogs,Animal,,1.0,0.0,0.0,1.0,0.0,False
2018|Jul-Dec 2018|Benue|Rabies|,2018,Jul-Dec 2018,Rabies,,state,Benue,Benue,Domestic,Dogs,Animal,,2.0,0.0,0.0,2.0,0.0,False
2018|Jul-Dec 2018|Federal Capital Territory|Rabies|,2018,Jul-Dec 2018,Rabies,,state,Federal Capital Territory,Federal Capital Territory,Domestic,Dogs,Animal,,1.0,0.0,0.0,1.0,0.0,False
2018|Jul-Dec 2018|Kaduna|Rabies|,2018,Jul-Dec 2018,Rabies,,state,Kaduna,Kaduna,Domestic,Dogs,Animal,,6.0,0.0,0.0,6.0,0.0,False
2018|Jul-Dec 2018|Kano|Rabies|,2018,Jul-Dec 2018,Rabies,,state,Kano,Kano,Domestic,Dogs,Animal,,4.0,1.0,0.0,3.0,0.0,False
2018|Jul-Dec 2018|Kebbi|Rabies|,2018,Jul-Dec 2018,Rabies,,state,Kebbi,Kebbi,Domestic,Dogs,Animal,500.0,9.0,2.0,0.0,7.0,80.0,False
2018|Jul-Dec 2018|Kwara|Trypanosomosis|,2018,Jul-Dec 2018,Trypanosomosis,,state,Kwara,Kwara,Domestic,Cattle,Animal,45.0,3.0,0.0,0.0,0.0,0.0,False
2018|Jul-Dec 2018|Plateau|Rabies|,2018,Jul-Dec 2018,Rabies,,state,Plateau,Plateau,Domestic,Dogs,Animal,,40.0,6.0,5.0,29.0,0.0,False
2019|Jan-Jun 2019|Bauchi|Rabies|,2019,Jan-Jun 2019,Rabies,,state,Bauchi,Bauchi,Domestic,Dogs,Animal,,2.0,0.0,0.0,2.0,0.0,False
2019|Jan-Jun 2019|Bayelsa|Rabies|,2019,Jan-Jun 2019,Rabies,,state,Bayelsa,Bayelsa,Domestic,Dogs,Animal,50.0,7.0,4.0,0.0,3.0,2.0,False
2019|Jan-Jun 2019|Edo|HPAI|H5N8,2019,Jan-Jun 2019,HPAI,H5N8,state,Edo,Edo,Domestic,Birds,Animal,1500.0,290.0,1250.0,0.0,250.0,,False
2019|Jan-Jun 2019|Kaduna|Rabies|,2019,Jan-Jun 2019,Rabies,,state,Kaduna,Kaduna,Domestic,Dogs,Animal,2.0,2.0,0.0,0.0,2.0,205.0,False
2019|Jan-Jun 2019|Kano|Rabies|,2019,Jan-Jun 2019,Rabies,,state,Kano,Kano,Domestic,Dogs,Animal,,1.0,0.0,0.0,1.0,0.0,False
2019|Jan-Jun 2019|Kwara|Trypanosomosis|,2019,Jan-Jun 2019,Trypanosomosis,,state,Kwara,Kwara,Domestic,Cattle,Animal,133.0,8.0,0.0,0.0,2.0,,False
2019|Jan-Jun 2019|Ondo|Trypanosomosis|,2019,Jan-Jun 2019,Trypanosomosis,,state,Ondo,Ondo,Domestic,Cattle,Animal,900.0,3.0,0.0,0.0,0.0,,False
2019|Jan-Jun 2019|Plateau|Rabies|,2019,Jan-Jun 2019,Rabies,,state,Plateau,Plateau,Domestic,Dogs,Animal,16.0,34.0,0.0,0.0,34.0,0.0,False
2019|Jan-Jun 2019|Zamfara|Trypanosomosis|,2019,Jan-Jun 2019,Trypanosomosis,,state,Zamfara,Zamfara,Domestic,Cattle,Animal,16.0,9.0,0.0,0.0,1.0,0.0,False
2019|Jul-Dec 2019|Anambra|Trypanosomosis|,2019,Jul-Dec 2019,Trypanosomosis,,state,Anambra,Anambra,Domestic,Dogs,Animal,22.0,3.0,0.0,0.0,0.0,,False
2019|Jul-Dec 2019|Bauchi|Rabies|,2019,Jul-Dec 2019,Rabies,,state,Bauchi,Bauchi,Domestic,Dogs,Animal,4.0,4.0,0.0,0.0,4.0,0.0,False
2019|Jul-Dec 2019|Bayelsa|Rabies|,2019,Jul-Dec 2019,Rabies,,state,Bayelsa,Bayelsa,Domestic,Dogs,Animal,2.0,2.0,1.0,0.0,1.0,0.0,False
2019|Jul-Dec 2019|Edo|Rabies|,2019,Jul-Dec 2019,Rabies,,state,Edo,Edo,Domestic,Dogs,Animal,3.0,3.0,0.0,0.0,1.0,0.0,False
2019|Jul-Dec 2019|Federal Capital Territory|Rabies|,2019,Jul-Dec 2019,Rabies,,state,Federal Capital Territory,Federal Capital Territory,Domestic,Dogs,Animal,10.0,1.0,0.0,0.0,1.0,0.0,False
2019|Jul-Dec 2019|Kaduna|Rabies|,2019,Jul-Dec 2019,Rabies,,state,Kaduna,Kaduna,Domestic,Dogs,Animal,7.0,7.0,1.0,1.0,5.0,0.0,False
2019|Jul-Dec 2019|Kano|Rabies|,2019,Jul-Dec 2019,Rabies,,state,Kano,Kano,Domestic,Dogs,Animal,2.0,2.0,2.0,0.0,0.0,0.0,False
